model,Price,Rating,SIM,RAM,Processor,Display,Camera,OS,SIM_Type,Supports_3G,Supports_4G,Supports_5G,VoLTE,WiFi,NFC,IR_Blaster,RAM_GB,Storage_GB,Chipset,Cores,ClockSpeed_GHz,Core_Word,Display_Size,Resolution,RefreshRate_Hz,Rear_Main_MP,Front_MP,Resolution_Width,Resolution_Height,Card_Support,Card_Capacity_GB,OS_Name,OS_Version
Poco X7 5G,15899,82.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC, IR Blaster","8 GB RAM, 128 GB inbuilt","Dimensity 7300 Ultra, Octa Core, 2.5 GHz Processor","6.67 inches, 1220 x 2712 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 20 MP Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,1,1,8,128,Dimensity 7300 Ultra,8.0,2.5,Octa,6.67,1220 x 2712,120.0,50.0,20.0,1220.0,2712.0,Yes,14,No,14.0
iQOO Z10 5G,21998,80.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","8 GB RAM, 128 GB inbuilt","Snapdragon 7s Gen3, Octa Core, 2.5 GHz Processor","6.77 inches, 1080 x 2392 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 32 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,0,1,8,128,Snapdragon 7s Gen3,8.0,2.5,Octa,6.77,1080 x 2392,120.0,50.0,32.0,1080.0,2392.0,No,0,Android,15.0
Samsung Galaxy S24 5G,52865,86.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","8 GB RAM, 256 GB inbuilt","Exynos 2400, Deca Core, 3.2 GHz Processor","6.2 inches, 1080 x 2340 px, 120 Hz Display with Punch Hole",50 MP + 12 MP + 10 MP Triple Rear & 12 MP Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,1,0,8,256,Exynos 2400,10.0,3.2,Deca,6.2,1080 x 2340,120.0,50.0,12.0,1080.0,2340.0,Yes,14,No,14.0
Motorola Moto G45 5G (8GB RAM + 128GB),11929,79.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","8 GB RAM, 128 GB inbuilt","Snapdragon 6s Gen3, Octa Core, 2.3 GHz Processor","6.5 inches, 720 x 1600 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 16 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,0,0,8,128,Snapdragon 6s Gen3,8.0,2.3,Octa,6.5,720 x 1600,120.0,50.0,16.0,720.0,1600.0,Yes,1,Android,14.0
Samsung Galaxy M55s,16985,83.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","8 GB RAM, 128 GB inbuilt","Snapdragon 7 Gen1, Octa Core, 2.4 GHz Processor","6.7 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 50 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,1,0,8,128,Snapdragon 7 Gen1,8.0,2.4,Octa,6.7,1080 x 2400,120.0,50.0,50.0,1080.0,2400.0,Yes,1,Android,14.0
OPPO Reno 13 5G,29490,85.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","8 GB RAM, 128 GB inbuilt","Dimensity 8350, Octa Core, 3.35 GHz Processor","6.59 inches, 1256 x 2760 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 50 MP Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,1,1,8,128,Dimensity 8350,8.0,3.35,Octa,6.59,1256 x 2760,120.0,50.0,50.0,1256.0,2760.0,Yes,15,No,14.0
Vivo T4 Ultra,37490,85.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","8 GB RAM, 256 GB inbuilt","Dimensity 9300 Plus, Octa Core, 3.25 GHz Processor","6.67 inches, 1260 x 2800 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 8 MP Triple Rear & 32 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,1,0,8,256,Dimensity 9300 Plus,8.0,3.25,Octa,6.67,1260 x 2800,120.0,50.0,32.0,1260.0,2800.0,No,0,Android,15.0
Samsung Galaxy M06 5G,8749,72.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","4 GB RAM, 128 GB inbuilt","Dimensity 6300, Octa Core, 2.4 GHz Processor","6.74 inches, 720 x 1600 px, 90 Hz Display with Water Drop Notch",50 MP + 2 MP Dual Rear & 8 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,0,0,4,128,Dimensity 6300,8.0,2.4,Octa,6.74,720 x 1600,90.0,50.0,8.0,720.0,1600.0,Yes,1,Android,15.0
Xiaomi 14 Civi,28010,87.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC, IR Blaster","8 GB RAM, 256 GB inbuilt","Snapdragon 8s Gen3, Octa Core, 3 GHz Processor","6.55 inches, 1236 x 2750 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 12 MP Triple Rear & 32 MP + 32 MP Dual Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,1,1,8,256,Snapdragon 8s Gen3,8.0,3.0,Octa,6.55,1236 x 2750,120.0,50.0,32.0,1236.0,2750.0,Yes,14,No,14.0
Infinix Note 50s 5G,15999,79.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","8 GB RAM, 128 GB inbuilt","Dimensity 7300 Ultimate, Octa Core, 2.5 GHz Processor","6.78 inches, 1080 x 2436 px, 144 Hz Display with Punch Hole",64 MP + 2 MP Dual Rear & 13 MP Front Camera,Bluetooth,Dual Sim,1,1,1,1,1,0,1,8,128,Dimensity 7300 Ultimate,8.0,2.5,Octa,6.78,1080 x 2436,144.0,64.0,13.0,1080.0,2436.0,Yes,15,Bluetooth,14.0
Ai+ Nova 5G,7999,67.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","6 GB RAM, 128 GB inbuilt","Unisoc T8200, Octa Core Processor","6.75 inches, 720 x 1600 px, 120 Hz Display with Punch Hole",50 MP Dual Rear & 5 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,0,0,6,128,Unisoc T8200,8.0,,Octa,6.75,720 x 1600,120.0,50.0,5.0,720.0,1600.0,Yes,1,Android,15.0
Realme P3x 5G,12999,76.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","6 GB RAM, 128 GB inbuilt","Dimensity 6400, Octa Core, 2.5 GHz Processor","6.72 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 8 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,0,0,6,128,Dimensity 6400,8.0,2.5,Octa,6.72,1080 x 2400,120.0,50.0,8.0,1080.0,2400.0,Yes,0,Android,15.0
Samsung Galaxy M35 5G,16999,79.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","6 GB RAM, 128 GB inbuilt","Exynos 1380, Octa Core, 2.4 GHz Processor","6.6 inches, 1080 x 2340 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 13 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,1,0,6,128,Exynos 1380,8.0,2.4,Octa,6.6,1080 x 2340,120.0,50.0,13.0,1080.0,2340.0,Yes,1,Android,14.0
OnePlus Nord CE 5 5G (8GB RAM + 256GB),26998,83.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","8 GB RAM, 256 GB inbuilt","Dimensity 8350 Apex, Octa Core, 3.35 GHz Processor","6.77 inches, 1080 x 2392 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 16 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,0,1,8,256,Dimensity 8350 Apex,8.0,3.35,Octa,6.77,1080 x 2392,120.0,50.0,16.0,1080.0,2392.0,Yes,1,Android,15.0
Motorola Edge 60 Pro (16GB RAM + 512GB),37999,89.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","16 GB RAM, 512 GB inbuilt","Dimensity 8350 Extreme, Octa Core, 3.35 GHz Processor","6.7 inches, 1220 x 2712 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 10 MP Triple Rear & 50 MP Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,1,0,16,512,Dimensity 8350 Extreme,8.0,3.35,Octa,6.7,1220 x 2712,120.0,50.0,50.0,1220.0,2712.0,Yes,15,No,14.0
Poco M7 Pro 5G,12899,77.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","6 GB RAM, 128 GB inbuilt","Dimensity 7025 Ultra, Octa Core, 2.5 GHz Processor","6.67 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 20 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,0,1,6,128,Dimensity 7025 Ultra,8.0,2.5,Octa,6.67,1080 x 2400,120.0,50.0,20.0,1080.0,2400.0,Yes,1,Android,14.0
Infinix GT 30 Pro,24289,88.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","8 GB RAM, 256 GB inbuilt","Dimensity 8350 Ultimate, Octa Core, 3.35 GHz Processor","6.78 inches, 1224 x 2720 px, 144 Hz Display with Punch Hole",108 MP + 8 MP Dual Rear & 13 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,1,1,8,256,Dimensity 8350 Ultimate,8.0,3.35,Octa,6.78,1224 x 2720,144.0,108.0,13.0,1224.0,2720.0,Yes,1,Android,15.0
Samsung Galaxy F16 5G (6GB RAM + 128GB),12135,78.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","6 GB RAM, 128 GB inbuilt","Dimensity 6300, Octa Core, 2.4 GHz Processor","6.7 inches, 1080 x 2340 px, 90 Hz Display with Punch Hole",50 MP + 5 MP + 2 MP Triple Rear & 13 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,1,0,6,128,Dimensity 6300,8.0,2.4,Octa,6.7,1080 x 2340,90.0,50.0,13.0,1080.0,2340.0,Yes,1,Android,15.0
Vivo T4x 5G (8GB RAM + 256GB),16999,78.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","8 GB RAM, 256 GB inbuilt","Dimensity 7300, Octa Core, 2.5 GHz Processor","6.72 inches, 1080 x 2408 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 8 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,0,1,8,256,Dimensity 7300,8.0,2.5,Octa,6.72,1080 x 2408,120.0,50.0,8.0,1080.0,2408.0,No,0,Android,15.0
Motorola Moto G96 5G (8GB RAM + 256GB),19841,80.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","8 GB RAM, 256 GB inbuilt","Snapdragon 7s Gen2, Octa Core, 2.4 GHz Processor","6.67 inches, 1080 x 2400 px, 144 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 32 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,0,0,8,256,Snapdragon 7s Gen2,8.0,2.4,Octa,6.67,1080 x 2400,144.0,50.0,32.0,1080.0,2400.0,No,0,Android,15.0
Vivo X200 Pro 5G,94999,95.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","16 GB RAM, 512 GB inbuilt","Dimensity 9400, Octa Core, 3.63 GHz Processor","6.78 inches, 1260 x 2800 px, 120 Hz Display with Punch Hole",200 MP + 50 MP + 50 MP Triple Rear & 32 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,1,1,16,512,Dimensity 9400,8.0,3.63,Octa,6.78,1260 x 2800,120.0,200.0,32.0,1260.0,2800.0,No,0,Android,15.0
iQOO 13 5G,59999,89.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","12 GB RAM, 256 GB inbuilt","Snapdragon 8 Elite, Octa Core, 4.32 GHz Processor","6.82 inches, 1440 x 3168 px, 144 Hz Display with Punch Hole",50 MP + 50 MP + 50 MP Triple Rear & 32 MP Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,1,1,12,256,Snapdragon 8 Elite,8.0,4.32,Octa,6.82,1440 x 3168,144.0,50.0,32.0,1440.0,3168.0,Yes,15,No,14.0
Samsung Galaxy S25 5G,72999,87.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","12 GB RAM, 256 GB inbuilt","Snapdragon 8Elite, Octa Core, 4.47 GHz Processor","6.2 inches, 1080 x 2340 px, 120 Hz Display with Punch Hole",50 MP + 12 MP + 10 MP Triple Rear & 12 MP Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,1,0,12,256,Snapdragon 8Elite,8.0,4.47,Octa,6.2,1080 x 2340,120.0,50.0,12.0,1080.0,2340.0,Yes,15,No,14.0
iQOO Z10 Lite,9998,71.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","4 GB RAM, 128 GB inbuilt","Dimensity 6300, Octa Core, 2.4 GHz Processor","6.74 inches, 720 x 1600 px, 90 Hz Display",50 MP + 2 MP Dual Rear & 5 MP Front Camera,Bluetooth,Dual Sim,1,1,1,1,1,0,0,4,128,Dimensity 6300,8.0,2.4,Octa,6.74,720 x 1600,90.0,50.0,5.0,720.0,1600.0,Yes,15,Bluetooth,14.0
OnePlus 13,62999,91.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC, IR Blaster","12 GB RAM, 256 GB inbuilt","Snapdragon 8 Elite, Octa Core, 4.32 GHz Processor","6.82 inches, 1440 x 3168 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 50 MP Triple Rear & 32 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,1,1,12,256,Snapdragon 8 Elite,8.0,4.32,Octa,6.82,1440 x 3168,120.0,50.0,32.0,1440.0,3168.0,No,0,Android,15.0
CMF Phone 2 Pro,17450,83.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","8 GB RAM, 128 GB inbuilt","Dimensity 7300 Pro, Octa Core, 2.5 GHz Processor","6.77 inches, 1080 x 2392 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 8 MP Triple Rear & 16 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,0,0,8,128,Dimensity 7300 Pro,8.0,2.5,Octa,6.77,1080 x 2392,120.0,50.0,16.0,1080.0,2392.0,Yes,2,Android,15.0
Motorola Edge 60 Stylus,23069,86.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","8 GB RAM, 256 GB inbuilt","Snapdragon 7s Gen2, Octa Core, 2.4 GHz Processor","6.7 inches, 1220 x 2712 px, 120 Hz Display with Punch Hole",50 MP + 13 MP Dual Rear & 32 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,1,0,8,256,Snapdragon 7s Gen2,8.0,2.4,Octa,6.7,1220 x 2712,120.0,50.0,32.0,1220.0,2712.0,Yes,1,Android,15.0
Poco X7 Pro 5G,22899,83.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","8 GB RAM, 256 GB inbuilt","Dimensity 8400 Ultra, Octa Core, 3.25 GHz Processor","6.67 inches, 1220 x 2712 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 20 MP Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,1,1,8,256,Dimensity 8400 Ultra,8.0,3.25,Octa,6.67,1220 x 2712,120.0,50.0,20.0,1220.0,2712.0,Yes,15,No,14.0
Apple iPhone 15,61400,81.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","6 GB RAM, 128 GB inbuilt","Bionic A16, Hexa Core, 3.46 GHz Processor","6.1 inches, 1179 x 2556 px Display with Dynamic Island",48 MP + 12 MP Dual Rear & 12 MP Front Camera,iOS v17,Dual Sim,1,1,1,1,1,1,0,6,128,Bionic A16,6.0,3.46,Hexa,6.1,1179 x 2556,,48.0,12.0,1179.0,2556.0,No,0,iOS,17.0
Motorola Edge 60 Fusion 5G (12GB RAM + 256GB),24275,85.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi","12 GB RAM, 256 GB inbuilt","Dimensity 7400, Octa Core, 2.5 GHz Processor","6.7 inches, 1220 x 2712 px, 120 Hz Display with Punch Hole",50 MP + 13 MP Dual Rear & 32 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,0,0,12,256,Dimensity 7400,8.0,2.5,Octa,6.7,1220 x 2712,120.0,50.0,32.0,1220.0,2712.0,Yes,1,Android,15.0
Vivo V40 Pro,39999,87.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","8 GB RAM, 256 GB inbuilt","Dimensity 9200 Plus, Octa Core, 3.35 GHz Processor","6.78 inches, 1260 x 2800 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 50 MP Triple Rear & 50 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,0,0,8,256,Dimensity 9200 Plus,8.0,3.35,Octa,6.78,1260 x 2800,120.0,50.0,50.0,1260.0,2800.0,No,0,Android,14.0
Realme GT 6,27999,85.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC, IR Blaster","8 GB RAM, 256 GB inbuilt","Snapdragon 8s Gen3, Octa Core, 3 GHz Processor","6.78 inches, 1264 x 2780 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 8 MP Triple Rear & 32 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,1,1,8,256,Snapdragon 8s Gen3,8.0,3.0,Octa,6.78,1264 x 2780,120.0,50.0,32.0,1264.0,2780.0,No,0,Android,14.0
Xiaomi Redmi 13 5G,11399,78.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","6 GB RAM, 128 GB inbuilt","Snapdragon 4 Gen 2 AE, Octa Core, 2.3 GHz Processor","6.79 inches, 1080 x 2460 px, 120 Hz Display with Punch Hole",108 MP + Macro Dual Rear & 13 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,0,1,6,128,Snapdragon 4 Gen 2 AE,8.0,2.3,Octa,6.79,1080 x 2460,120.0,108.0,13.0,1080.0,2460.0,Yes,1,Android,14.0
Vivo X200 FE (16GB RAM + 512GB),59999,90.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","16 GB RAM, 512 GB inbuilt","Dimensity 9300 Plus, Octa Core, 3.25 GHz Processor","6.31 inches, 1216 x 2640 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 8 MP Triple Rear & 50 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,1,1,16,512,Dimensity 9300 Plus,8.0,3.25,Octa,6.31,1216 x 2640,120.0,50.0,50.0,1216.0,2640.0,No,0,Android,15.0
Vivo T4R 5G (12GB RAM + 256GB),23499,82.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi","12 GB RAM, 256 GB inbuilt","Dimensity 7400, Octa Core, 2.6 GHz Processor","6.77 inches, 1080 x 2392 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 32 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,0,0,12,256,Dimensity 7400,8.0,2.6,Octa,6.77,1080 x 2392,120.0,50.0,32.0,1080.0,2392.0,No,0,Android,15.0
Nothing Phone 3 5G,56390,90.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","12 GB RAM, 256 GB inbuilt","Snapdragon 8s Gen4, Octa Core, 3.2 GHz Processor","6.67 inches, 1260 x 2800 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 50 MP Triple Rear & 50 MP Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,1,0,12,256,Snapdragon 8s Gen4,8.0,3.2,Octa,6.67,1260 x 2800,120.0,50.0,50.0,1260.0,2800.0,Yes,15,No,14.0
Poco M7 5G,9299,75.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","6 GB RAM, 128 GB inbuilt","Snapdragon 4 Gen2, Octa Core, 2.2 GHz Processor","6.88 inches, 720 x 1640 px, 120 Hz Display with Water Drop Notch",50 MP Rear & 8 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,0,0,6,128,Snapdragon 4 Gen2,8.0,2.2,Octa,6.88,720 x 1640,120.0,50.0,8.0,720.0,1640.0,Yes,1,Android,14.0
Xiaomi Redmi 13 5G (8GB RAM + 128GB),11699,81.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","8 GB RAM, 128 GB inbuilt","Snapdragon 4 Gen 2 AE, Octa Core, 2.3 GHz Processor","6.79 inches, 1080 x 2460 px, 120 Hz Display with Punch Hole",108 MP + Macro Dual Rear & 13 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,0,1,8,128,Snapdragon 4 Gen 2 AE,8.0,2.3,Octa,6.79,1080 x 2460,120.0,108.0,13.0,1080.0,2460.0,Yes,1,Android,14.0
Vivo Y400 5G (8GB RAM + 256GB),23999,79.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","8 GB RAM, 256 GB inbuilt","Snapdragon 4 Gen2, Octa Core, 2.2 GHz Processor","6.67 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 32 MP Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,0,0,8,256,Snapdragon 4 Gen2,8.0,2.2,Octa,6.67,1080 x 2400,120.0,50.0,32.0,1080.0,2400.0,Yes,15,No,14.0
Xiaomi Redmi A4 5G,7998,69.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","4 GB RAM, 64 GB inbuilt","Snapdragon 4s Gen2, Octa Core, 2 GHz Processor","6.88 inches, 720 x 1640 px, 120 Hz Display with Water Drop Notch",50 MP Dual Rear & 5 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,0,0,4,64,Snapdragon 4s Gen2,8.0,2.0,Octa,6.88,720 x 1640,120.0,50.0,5.0,720.0,1640.0,Yes,1,Android,14.0
Samsung Galaxy M55s 5G (8GB RAM + 256GB),18442,84.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","8 GB RAM, 256 GB inbuilt","Snapdragon 7 Gen1, Octa Core, 2.4 GHz Processor","6.7 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 50 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,1,0,8,256,Snapdragon 7 Gen1,8.0,2.4,Octa,6.7,1080 x 2400,120.0,50.0,50.0,1080.0,2400.0,Yes,1,Android,14.0
Apple iPhone 16 Pro Max,132900,89.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","8 GB RAM, 256 GB inbuilt","Bionic A18 Pro, Hexa Core, 4.05 GHz Processor","6.9 inches, 1320 x 2868 px, 120 Hz Display with Dynamic Island",48 MP + 48 MP + 12 MP Triple Rear & 12 MP Front Camera,iOS v18,Dual Sim,1,1,1,1,1,1,0,8,256,Bionic A18 Pro,6.0,4.05,Hexa,6.9,1320 x 2868,120.0,48.0,12.0,1320.0,2868.0,No,0,iOS,18.0
OPPO K13x 5G (6GB RAM +128GB),12919,76.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","6 GB RAM, 128 GB inbuilt","Dimensity 6300, Octa Core, 2.4 GHz Processor","6.67 inches, 720 x 1604 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 8 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,0,0,6,128,Dimensity 6300,8.0,2.4,Octa,6.67,720 x 1604,120.0,50.0,8.0,720.0,1604.0,Yes,2,Android,15.0
Realme Narzo 80x 5G,11699,76.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","6 GB RAM, 128 GB inbuilt","Dimensity 6400, Octa Core, 2.5 GHz Processor","6.72 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 8 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,0,0,6,128,Dimensity 6400,8.0,2.5,Octa,6.72,1080 x 2400,120.0,50.0,8.0,1080.0,2400.0,Yes,0,Android,15.0
Xiaomi Redmi Note 14 Pro 5G,21119,81.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","8 GB RAM, 128 GB inbuilt","Dimensity 7300 Ultra, Octa Core, 2.5 GHz Processor","6.67 inches, 1220 x 2712 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 20 MP Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,1,1,8,128,Dimensity 7300 Ultra,8.0,2.5,Octa,6.67,1220 x 2712,120.0,50.0,20.0,1220.0,2712.0,Yes,14,No,14.0
Oppo F27 Pro Plus 5G,19999,79.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","8 GB RAM, 256 GB inbuilt","Dimensity 7050, Octa Core, 2.6 GHz Processor","6.7 inches, 1080 x 2412 px, 120 Hz Display with Punch Hole",64 MP + 2 MP Dual Rear & 8 MP Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,0,0,8,256,Dimensity 7050,8.0,2.6,Octa,6.7,1080 x 2412,120.0,64.0,8.0,1080.0,2412.0,Yes,14,No,14.0
Realme Narzo 80 Pro 5G,17499,80.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","8 GB RAM, 128 GB inbuilt","Dimensity 7400, Octa Core, 2.6 GHz Processor","6.72 inches, 1080 x 2392 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 16 MP Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,0,0,8,128,Dimensity 7400,8.0,2.6,Octa,6.72,1080 x 2392,120.0,50.0,16.0,1080.0,2392.0,Yes,15,No,14.0
OPPO Reno 12 5G,23399,82.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","8 GB RAM, 256 GB inbuilt","Dimensity 7300, Octa Core, 2.5 GHz Processor","6.7 inches, 1080 x 2412 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 32 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,0,1,8,256,Dimensity 7300,8.0,2.5,Octa,6.7,1080 x 2412,120.0,50.0,32.0,1080.0,2412.0,Yes,0,Android,14.0
Samsung Galaxy A56 5G,38999,83.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","8 GB RAM, 128 GB inbuilt","Exynos 1580, Octa Core, 2.9 GHz Processor","6.7 inches, 1080 x 2340 px, 120 Hz Display with Punch Hole",50 MP + 12 MP + 5 MP Triple Rear & 12 MP Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,1,0,8,128,Exynos 1580,8.0,2.9,Octa,6.7,1080 x 2340,120.0,50.0,12.0,1080.0,2340.0,Yes,15,No,14.0
